Location (Kuala Lumpur),Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Property Details,Size Type,Size Number (sq. ft.),Price Range
klcc,2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,753.0,Extremely High
jalan klang lama (old klang road),4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,2638.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,873.0,Extremely High
city centre,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1460.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2638.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
damansara heights,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1356.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,871.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
klcc,2,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,976.0,Extremely High
klcc,2,2.0,1.0,Condominium,Partly Furnished,EndLot,Built-up,976.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,871.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,976.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,EndLot,Built-up,2028.0,Extremely High
jalan klang lama (old klang road),4,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2638.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,1878.0,Extremely High
jalan klang lama (old klang road),3,4.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,2638.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1572.0,Extremely High
klcc,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,753.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1871.0,Extremely High
mont kiara,5,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2028.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2163.0,Extremely High
mont kiara,2,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2028.0,Extremely High
city centre,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,2111.0,Extremely High
klcc,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
desa parkcity,4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1432.0,Extremely High
sentul,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2049.0,Extremely High
ampang,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,2109.0,Extremely High
sentul,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2049.0,Extremely High
taman desa,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1712.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,873.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1705.0,Extremely High
jalan klang lama (old klang road),3,4.0,2.0,Condominium,Fully Furnished,Intermediate,Land area,2638.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1878.0,Extremely High
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1707.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1668.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1722.0,Extremely High
sentul,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1707.0,Extremely High
dutamas,5,4.0,3.0,Condominium,Unfurnished,Intermediate,Built-up,2940.0,Extremely High
kl sentral,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1500.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1572.0,Extremely High
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1200.0,Extremely High
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1200.0,Extremely High
segambut,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1856.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Unfurnished,Intermediate,Built-up,1878.0,Extremely High
desa parkcity,4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1432.0,Extremely High
jalan klang lama (old klang road),4,4.0,3.0,Condominium,Unfurnished,Corner,Built-up,2638.0,Extremely High
mont kiara,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1200.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1878.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,2090.0,Extremely High
bangsar,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1200.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1572.0,Extremely High
desa parkcity,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1292.0,Extremely High
bukit tunku (kenny hills),3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1720.0,Extremely High
desa parkcity,2,2.0,1.0,Condominium,Unfurnished,Duplex,Built-up,1293.0,Extremely High
kl sentral,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1500.0,Extremely High
kl eco city,2,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1119.0,Extremely High
taman desa,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1712.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1572.0,Extremely High
damansara heights,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1410.0,Extremely High
bukit tunku (kenny hills),4,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1830.0,Extremely High
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,2119.0,Extremely High
jalan klang lama (old klang road),5,4.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,2638.0,Extremely High
segambut,4,4.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1856.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,2002.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1733.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2948.0,Extremely High
taman desa,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1725.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1839.0,Extremely High
ampang,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1735.0,Extremely High
segambut,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1856.0,Extremely High
kl eco city,2,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1076.0,Extremely High
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1200.0,Extremely High
bangsar,3,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1500.0,Extremely High
mont kiara,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1733.0,Extremely High
mont kiara,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,2028.0,Extremely High
mont kiara,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,2013.0,Extremely High
taman desa,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1784.0,Extremely High
bangsar,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1530.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1733.0,Extremely High
bangsar,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1590.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1733.0,Extremely High
desa parkcity,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1292.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1572.0,Extremely High
damansara heights,3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1390.0,Extremely High
bukit tunku (kenny hills),4,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1999.0,Extremely High
jalan klang lama (old klang road),5,4.0,3.0,Condominium,Unfurnished,Intermediate,Built-up,2378.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1722.0,Extremely High
mont kiara,3,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2095.0,Extremely High
taman desa,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1712.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1878.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1733.0,Extremely High
wangsa maju,5,3.0,3.0,Condominium,Fully Furnished,Corner,Land area,800.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1733.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1661.0,Extremely High
mont kiara,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1722.0,Extremely High
kl eco city,2,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,969.0,Extremely High
desa parkcity,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1572.0,Extremely High
bangsar,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1590.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1572.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1733.0,Extremely High
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1200.0,Extremely High
desa parkcity,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1292.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1603.0,Extremely High
dutamas,5,4.0,2.0,Condominium,Partly Furnished,Corner,Built-up,2000.0,Extremely High
klcc,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1109.0,Extremely High
bukit jalil,4,3.0,2.0,Condominium,Partly Furnished,Corner,Land area,1508.0,Extremely High
jalan klang lama (old klang road),4,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2378.0,Extremely High
bukit bintang,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1468.0,Extremely High
jalan klang lama (old klang road),4,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2638.0,Extremely High
desa parkcity,4,4.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1529.0,Extremely High
desa parkcity,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1377.0,Extremely High
jalan klang lama (old klang road),4,4.0,3.0,Condominium,Unfurnished,Corner,Built-up,2638.0,Extremely High
bukit bintang,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1468.0,Extremely High
bukit bintang,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1468.0,Extremely High
bukit bintang,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1468.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,976.0,Extremely High
jalan klang lama (old klang road),4,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2638.0,Extremely High
city centre,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1439.0,Extremely High
city centre,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1464.0,Extremely High
klcc,2,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1550.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1368.0,Extremely High
damansara heights,2,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1295.0,Extremely High
ampang,5,4.0,1.0,Condominium,Fully Furnished,Corner,Built-up,3246.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,EndLot,Built-up,1661.0,Extremely High
city centre,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1464.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1368.0,Extremely High
mont kiara,5,4.0,3.0,Condominium,Fully Furnished,Intermediate,Built-up,2513.0,Extremely High
ampang hilir,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,2200.0,Extremely High
bukit tunku (kenny hills),4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1830.0,Extremely High
bukit tunku (kenny hills),4,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2335.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,2487.0,Extremely High
damansara heights,3,3.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1290.0,Extremely High
klcc,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1550.0,Extremely High
kl eco city,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1076.0,Extremely High
jalan klang lama (old klang road),4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,2638.0,Extremely High
taman tun dr ismail,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1800.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,871.0,Extremely High
ampang,5,4.0,1.0,Condominium,Fully Furnished,Duplex,Built-up,3246.0,Extremely High
ampang,5,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,3246.0,Extremely High
city centre,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Land area,1464.0,Extremely High
taman desa,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1784.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2003.0,Extremely High
klcc,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,753.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1733.0,Extremely High
dutamas,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1700.0,Extremely High
kl sentral,3,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1441.0,Extremely High
bangsar,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1977.0,Extremely High
kl sentral,3,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1441.0,Extremely High
bukit bintang,2,1.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,625.0,Extremely High
city centre,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Land area,1464.0,Extremely High
ampang,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,3246.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,2002.0,Extremely High
ampang,5,4.0,1.0,Condominium,Fully Furnished,Duplex,Built-up,3246.0,Extremely High
bukit bintang,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1468.0,Extremely High
taman desa,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1712.0,Extremely High
taman tun dr ismail,4,3.0,2.0,Condominium,Partly Furnished,Corner,Land area,2000.0,Extremely High
mont kiara,4,3.0,3.0,Condominium,Fully Furnished,Intermediate,Built-up,2163.0,Extremely High
desa parkcity,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1377.0,Extremely High
mont kiara,5,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2028.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1733.0,Extremely High
ampang hilir,4,4.0,2.0,Condominium,Partly Furnished,Corner,Built-up,2100.0,Extremely High
desa parkcity,2,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1292.0,Extremely High
damansara heights,3,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1938.0,Extremely High
mont kiara,5,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2057.0,Extremely High
damansara heights,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1292.0,Extremely High
desa parkcity,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1367.0,Extremely High
klcc,2,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1270.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,871.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1878.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1572.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,976.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2163.0,Extremely High
klcc,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,976.0,Extremely High
jalan klang lama (old klang road),5,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2128.0,Extremely High
desa parkcity,3,2.0,2.0,Condominium,Fully Furnished,EndLot,Built-up,1572.0,Extremely High
jalan klang lama (old klang road),5,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2128.0,Extremely High
bangsar south,4,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,2068.0,Extremely High
klcc,3,3.0,2.0,Condominium,Fully Furnished,Corner,Land area,1746.0,Extremely High
klcc,4,3.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1717.0,Extremely High
ampang,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2109.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Partly Furnished,EndLot,Built-up,1680.0,Extremely High
bangsar,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1173.0,Extremely High
ampang hilir,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2150.0,Extremely High
ampang,4,4.0,2.0,Condominium,Unfurnished,Corner,Built-up,2500.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1368.0,Extremely High
mont kiara,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1448.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1448.0,Extremely High
ampang,4,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2023.0,Extremely High
klcc,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1270.0,Extremely High
ampang,4,4.0,2.0,Condominium,Fully Furnished,Corner,Land area,2100.0,Extremely High
desa parkcity,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1852.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1878.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2000.0,Extremely High
dutamas,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,2412.0,Extremely High
ampang,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2109.0,Extremely High
bukit tunku (kenny hills),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1755.0,Extremely High
bukit jalil,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1878.0,Extremely High
klcc,2,2.0,1.0,Condominium,Fully Furnished,EndLot,Built-up,1270.0,Extremely High
bukit jalil,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1678.0,Extremely High
jalan klang lama (old klang road),5,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,2128.0,Extremely High
mont kiara,4,4.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1896.0,Extremely High
segambut,4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1856.0,Extremely High
taman desa,5,4.0,2.0,Condominium,Fully Furnished,Corner,Land area,2140.0,Extremely High
bangsar,2,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1192.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,2090.0,Extremely High
bangsar,4,4.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1975.0,Extremely High
mont kiara,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1733.0,Extremely High
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1596.0,Extremely High
